code,title,description,key,note,offered,credits,prereqs,ol_prereqs,restrictions,srcdb
"DIGI 340","Sports Broadcasting","Play-by-play, analysis and color commentary will be studied.  Individuals will develop their own broadcasting style through student projects including research, on-camera practice and attendance at Liberty sports events to observe LFSN professionals in action.","1746","","Resident","3","DIGI 175 and DIGI 220 and DIGI 224 and DIGI 225","","","2022"
"DIGI 343","TV and Digital Reporting/Production","A study of the theory and practice of writing and preparing news copy and packages for TV and online broadcast.","1747","","Resident","3","DIGI 175 and DIGI 220 and DIGI 224 and DIGI 225","","","2022"
"DIGI 345","Producing TV News","Students will learn advanced principles of producing, scripting, news gathering, and studio work for Producing TV Newscasts. This will include practice in planning, writing, and editing as well as producing a newscast as aired for a local news broadcast. Course work and assignments will prepare the student for working under a deadline in the production of a professional TV newscast. While the focus of this course will be on television news, much of what you learn and practice will be applicable to all digital platforms.","1748","","Resident","3","DIGI 175 and DIGI 224 and DIGI 225","","","2022"
"DIGI 348","Advanced Editing Techniques 1","The student in this course will master various industry standard editing software to create long and short form broadcast worthy product. This course functions as the gateway for certification in various software.","1749","","Resident","3","DIGI 282","","","2022"
"DIGI 350","Editing Theory","This course will survey the theory and practice of editing and post-production for long and short form video and web products. Aesthetics of narrative and documentary editing stressed, for both picture and sound.","1750","","Resident and Online","3","","<strong>Online Prerequisite:</strong> DIGI 225 and DIGI 175 and DIGI 224","","2022"
"DIGI 353","Producing Audio Content","A study of the theory and practice of writing and producing content for radio broadcast and digital streaming. Formats include news, sports, entertainment, educational, drama, and podcast.","1751","","Resident","3","DIGI 220 and DIGI 224","","","2022"
"DIGI 354","Storytelling: Sitcom","Writing the half-hour situation comedy; an experiential class, including show conceptualization, episodic structure, &amp; cooperative writing, and specializing in humorous and shorter-form screenwriting for cable, broadcast and streaming television.","1752","","Resident","3","DIGI 240","","","2022"
"DIGI 355","Interactive, Social and Digital Media Management","Facebook, Twitter, Netflix, Hulu, Google+ and a myriad of other online outlets have become revenue generators in ways that magazine and newspaper ads and television and radio commercials were in years gone by.  This course will equip the savvy social media manager to turn interactive and social networking strategies into dollars for the client of today.","1753","","Resident","3","DIGI 335","","","2022"
"DIGI 369","Chronicles of Motion Pictures and Television","The historical development and convergence of motion pictures and television, from their simultaneous origins in the 1890s through the new millennium. (Formerly <a href=""/search/?p=COMS%20369"" data-action=""result-detail"" data-group=""code:COMS 369"" >COMS 369</a>)","1754","","Resident","3","RSCH 201 or Inquiry Research with a score of 80 or Research Assessment with a score of 80 or Research (prior to 2017-2018) with a score of 80","","","2022"
"DIGI 370","Studio Production","This course will explore the positions and equipment involved in studio production, the founding techniques of this craft, and the language and discipline of studio environment. The course will expose the student to the professional function of the various studio production positions. This will be accomplished through lecture, text materials, classroom discussion and in-studio production.","1755","","Resident","3","DIGI 310","","","2022"
"DIGI 373","Storytelling: Episodic Drama","Writing the hour-long televised drama; an experiential class, including show conceptualization, episodic structure, &amp; cooperative writing, and specializing in serious and longer-form screenwriting for cable, broadcast and streaming television.","1756","","Resident","3","DIGI 240","","","2022"
"DIGI 393","Television Practicum","Practicum for broadcast-oriented students using on-campus TV facilities. (Formerly <a href=""/search/?p=COMS%20393"" data-action=""result-detail"" data-group=""code:COMS 393""  class=""notoffered"">COMS 393</a>)","1757","","Resident","1","DIGI 333","","","2022"
"DIGI 394","Advanced Radio Practicum","Practical hands on experience in the overall operation of the radio station. including experience in on-air and digital production skills, as well as an overview of broadcast programming and operations; may be repeated.(Formerly <a href=""/search/?p=COMS%20394"" data-action=""result-detail"" data-group=""code:COMS 394""  class=""notoffered"">COMS 394</a>)","1758","","Resident","1","DIGI 334","","","2022"
"DIGI 420","Writing for Episodic Studio","Whether the genre is drama, sitcom, or soap opera, the demands of the writing team in episodic television cover more than plot and story.  This course will help the episodic writer deliver scripts that satisfy contracted talent appearances, adapt to changes for today’s taping, maintain next week’s and next season’s outlines, steer long story arcs set in predetermined studio scenery – all this while they keep the audience coming back for more.","1759","","Resident","3","","","","2022"
"DIGI 451","Live Sports Production","The practice of broadcast production techniques for live sporting events. The student will develop responsibility for the accuracy and clarity of the work from gathering the information to assembling it into a live broadcast production.","1760","","Resident","3","DIGI 175 and DIGI 220 and DIGI 224 and DIGI 225","","","2022"
"DIGI 453","Storytelling: Reality Television","Writing the docu-style reality show; an experiential class in the creation of story in which the recording of moving image and audio follows the conceptualization but precedes the screenwriting.","1761","","Resident","3","","","","2022"
"DIGI 474","Advanced Audio Production","Writing and production of dramatic and documentary programs for radio and Internet distribution. Portfolio development. (Formerly <a href=""/search/?p=COMS%20474"" data-action=""result-detail"" data-group=""code:COMS 474"" >COMS 474</a>)","1762","","Resident","3","DIGI 334","","","2022"
"DIGI 477","Storytelling: Transmedia","Writing the cross-platform storyworld; an experiential class, including story-world conceptualization, overarching cross-platform structure, &amp; cooperative writing, with the focus on producing independent stand-alone narratives that simultaneously interlock into a seamless fictional universe.","1763","","Resident","3","DIGI 240","","","2022"
"DIGI 483","Advanced Video Production","Writing and production of dramatic and documentary programs for television and Internet distribution. Portfolio development.(Formerly <a href=""/search/?p=COMS%20483"" data-action=""result-detail"" data-group=""code:COMS 483""  class=""notoffered"">COMS 483</a>)","1764","","Resident","3","DIGI 333 and DIGI 370","","","2022"
"DIGI 485","Advanced Editing Techniques 2","In this class, the student will utilize software and technique developed in Advanced Editing Techniques 1 to edit professional level product in all content distribution forms.","1765","","Resident","3","DIGI 348","","","2022"
"DIGI 487","Field Projects and Practica","Students will participate in the ongoing production of on-campus media products. Emphasis is placed on application of coursework knowledge and refinement of skills.","1766","","Resident","3","DIGI 333 and JOUR 220","","","2022"
"DIGI 490","SFX, ADR, and Foley","This course will give students the opportunity to learn proper microphone technique and placement for recording sound effects, and ADR (Automated Dialog Replacement), and to teach students to record and perform with Foley props.","1767","","Resident","3","CINE 271 and DIGI 290","","","2022"
"DIGI 497","Special Topics",".","1768","","Resident and Online","3","","","","2022"
"DIGI 498","Senior Portfolio","An intensive individual research or production project in which the graduating senior can best showcase his or her competence in the field of electronic media. (Formerly <a href=""/search/?p=COMS%20498"" data-action=""result-detail"" data-group=""code:COMS 498"" >COMS 498</a>)","1769","","Resident","3","","","","2022"
"DIGI 700","Digital &amp; Strategic Communication Orientation I","Synthesizing introduction for new PhD students to provide information about the doctoral program and philosophy of the graduate program, as well as resources available through the School of Communication &amp; Digital Content and university.","1770","","Online","3","","","","2022"
"DIGI 705","Digital &amp; Strategic Communication Orientation II","Continuation of introduction for new PhD students, with emphasis on connecting theories of audience and consumer behavior, digital strategies, and media use to communication application.","1771","","Online","3","","","","2022"
"DIGI 710","Digital &amp; Strategic Communication Audience Measurement","The types and uses of digital &amp; strategic communication audience measurements, the use of big data in shaping the user experience and organizational strategy.","1772","","Online","3","DIGI 700","","","2022"
"DIGI 715","Advanced Communication Theory","This course is an examination of the most current theories, scholarship, and published research in all areas of communication field.","1773","","Online","3","DIGI 700","","","2022"
"DIGI 720","Social, Mobile, &amp; Online Media Analytics","The types and uses of social, mobile and online metrics, the use of big data in shaping the user experience.","1774","","Online","3","DIGI 700","","","2022"
"DIGI 750","Qualitative Research Methods","Advanced study of qualitative research methods including open-ended questionnaire, in-depth interview, media analysis, ethnography, and focus group in the communication field.","1775","","Online","3","DIGI 700","","","2022"
"DIGI 760","Mixed Methods Research","Advanced study of mixed methods research methods. The course will utilize qualitative and quantitative methods to develop insights from data in the communication field.","1776","","Online","3","DIGI 700","","","2022"
"DIGI 825","Seminar: From Digital Analytics to Communication Action","A study of the use of analytics in shaping promotional messages in the digital age, maximizing the effectiveness of digital and strategic communication.","1777","","Online","3","DIGI 700","","","2022"
"DIGI 830","Seminar: Design, Technology, and Visualization","This course focuses on the utilization of principles and practices of video, graphic, and online visual persuasion.","1778","Course offered beginning in Spring 2020","Online","3","DIGI 700","","","2022"
"DIGI 835","Current Topics in Content Communication","Understanding content creation, which is a strategic communication approach emphasizing the use of content to mediate messages and drive profitable affiliate interaction.","1779","","Online","3","DIGI 700","","","2022"
"DIGI 845","Visualization &amp; Social Media Strategy","Effective use of communication channels in the age of digital media requires extensive understanding and knowledge of data visualization and presentation. This course focuses on the principles and practices of video, graphic and online visual persuasion.","1780","","Online","3","DIGI 700","","","2022"
"DIGI 850","Interactive Strategic Media","This course will research and investigate the strategic media field for insights in digital media, market strategy, and market objectives.","1781","Course offered beginning in Spring 2020","Online","3","DIGI 700","","","2022"
"DIGI 855","Communication &amp; Strategic Change","Today’s global marketplace sets the stage for increasingly complex environments. In this course, the intersection of communication and strategic change invites a more thoughtful exploration of how digital, social and organizational elements can be engaged together to advance sustainable solutions.","1782","","Online","3","DIGI 700","","","2022"
"DIGI 880","Research Concepts","This course will focus on students preparing a Concept Paper and preparing students for their applied doctoral research project.","1783","","Online","3","DIGI 700","","","2022"
"DISS 987","Dissertation Proposal and Research I","A course designed to develop research skills in the development and approval of a dissertation prospectus/proposal. Students will write and secure approval of a PhD prospectus/proposal outlining chapter by chapter content summation in alignment with a thesis statement and a comprehensive approach to research and writing. The dissertation prospectus/proposal must be approved prior to beginning dissertation writing, which will take place within the course once the prospectus/proposal is approved.","1784","","Resident","5","","","","2022"
"DISS 988","Dissertation Proposal and Research II","A course designed as a continuation of <a href=""/search/?p=DISS%20987"" data-action=""result-detail"" data-group=""code:DISS 987"" >DISS 987</a>. This course is the second step of dissertation research and writing. Under the guidance of the dissertation chair and committee members, students will research and write chapters to add to the prospectus and materials from <a href=""/search/?p=DISS%20987"" data-action=""result-detail"" data-group=""code:DISS 987"" >DISS 987</a>.","1785","","Resident","5","DISS 987","","","2022"
"DISS 989","Dissertation Proposal and Research III","A course designed as the final step for dissertation research and writing prior to the dissertation defense. Under the guidance of the dissertation chair and committee members, students will research and write chapters to complete the dissertation and to prepare for the final defense in <a href=""/search/?p=DISS%20990"" data-action=""result-detail"" data-group=""code:DISS 990"" >DISS 990</a>.","1786","","Resident","3","","","","2022"
"DISS 990","Dissertation Defense","DISS 990 facilitates the oral defense for a PhD in Theology and Apologetics candidate who has completed the dissertation under their supervisory team and is ready to defend their research and results.","1787","","Online","3","DISS 989","","","2022"
"DMCA 499","Internship","Completion of a minimum of 24 hours of Communication Studies courses other than <a href=""/search/?p=COMS%20101"" data-action=""result-detail"" data-group=""code:COMS 101"" >COMS 101</a>. Written application must be approved during the previous semester. The course is not intended to be duplicated for additional credit. Applications are processed through the department Faculty Intern Advisor. Applicants must apply the semester prior to starting the internship.","1788","","Resident and Online","1","","","","2022"
"DMIN 810","Foundations for the Doctor of Ministry","This course provides a general introduction to the Doctor of Ministry program.  Students are presented an overview of the program along with doctoral research and writing resources.  These resources are then utilized to examine various theological and ministry concepts academically in preparation for progress through the program.","1789","Admission to the DMIN program","Online","3","","","","2022"
"DMIN 820","Research and Thesis Development","This introductory course prepares the DMIN candidate for an understanding and completion of the groundwork elements required to begin writing their DMIN proposal.  The course is designed to help students identify researchable DMIN thesis projects, build sound arguments for a thesis through literature and biblical evaluation, and develop competent research skills to complete the thesis project.","1790","","Online","3","(DMIN 810 and BIBL 810 and BIBL 820 and BIBL 830) or (CHPL 810 and CHPL 820 and CHPL 830 and DMIN 810) or (DMIN 810 and CHMN 810 and CHMN 820 and CHMN 830) or (DMIN 810 and DSMN 810 and DSMN 820 and DSMN 830) or (DMIN 810 and EVCP 810 and EVCP 820 and EVCP 830) or (DMIN 810 and EVCP 820 and EVCP 830 and EVCP 840) or (DMIN 810 and EVCP 810 and EVCP 830 and EVCP 840) or (DMIN 810 and EVCP 810 and EVCP 820 and EVCP 840) or (DMIN 810 and HOMI 810 and HOMI 820 and HOMI 830) or (DMIN 810 and LEAD 810 and LEAD 820 and LEAD 830) or (DMIN 810 and PACO 830 and PACO 835 and PACO 840) or (DMIN 810 and APOL 810 and APOL 820 and THEO 810) or (DMIN 810 and WRSP 820 and WRSP 835 and WRSP 845) or (DMIN 810 and DSMN 850 and DSMN 860 and DSMN 870) or (DMIN 810 and CHMN 840 and CHMN 841 and CHMN 842) or (DMIN 810 and PACO 825 and PACO 830 and PACO 835) or (DMIN 810 and PACO 825 and PACO 835 and PACO 840) or (DMIN 810 and PACO 825 and PACO 830 and PACO 840) or (DMIN 810 and CHMN 860 and CHMN 861 and CHMN 862) or (DMIN 810 and CHMN 850 and CHMN 851 and CHMN 852)","","","2022"
"DMIN 830","Thesis Project Proposal Development","This course guides the candidate toward the completion of the DMIN thesis project proposal.  The student will write each chapter and revise them as needed in preparation to present the proposal to an assigned mentor.  Acceptance of the proposal by a mentor is required in order to pass the course.","1791","Admission to the DMIN program","Online","3","DMIN 820","","","2022"
"DMIN 840","Thesis Project Writing Stage 1","The candidate will write, revise, and complete chapters 1 and 2 of their DMIN thesis project.  In addition, the candidate will complete and submit their IRB application in order to begin the field research phase of their project.","1792","Admission to the DMIN program","Online","3","DMIN 830","","","2022"
"DMIN 841","Thesis Research and Writing Part I","The candidate will create all the documentation needed for their DMIN thesis in preparation for submitting their IRB application under the supervision of a mentor.","1793","","Online","4","DMIN 820 and DMIN 830","","","2022"
"DMIN 851","Micro-Project I: Biblical Precedence","In this course, the student will identify a ministry problem and create a micro-project demonstrating the biblical precedence for addressing this ministry problem. In other words, this course establishes why something should be done to address this ministry problem.","1794","","Online","3","(DMIN 810 and BIBL 810 and BIBL 820 and BIBL 830) or (DMIN 810 and CHPL 810 and CHPL 820 and CHPL 830) or (DMIN 810 and CHMN 810 and CHMN 820 and CHMN 830) or (DMIN 810 and EVCP 810 and EVCP 820 and EVCP 830) or (DMIN 810 and DSMN 810 and DSMN 820 and DSMN 830) or (DMIN 810 and EVCP 820 and EVCP 830 and EVCP 840) or (DMIN 810 and EVCP 810 and EVCP 830 and EVCP 840) or (DMIN 810 and EVCP 810 and EVCP 820 and EVCP 840) or (DMIN 810 and HOMI 810 and HOMI 820 and HOMI 830) or (DMIN 810 and LEAD 810 and LEAD 820 and LEAD 830) or (DMIN 810 and PACO 825 and PACO 830 and PACO 835) or (DMIN 810 and APOL 810 and APOL 820 and THEO 810) or (DMIN 810 and WRSP 820 and WRSP 835 and WRSP 845) or (DMIN 810 and PACO 825 and PACO 835 and PACO 840) or (DMIN 810 and PACO 825 and PACO 830 and PACO 840) or (DMIN 810 and CHMN 840 and CHMN 841 and CHMN 842) or (DMIN 810 and DSMN 850 and DSMN 860 and DSMN 870) or (DMIN 810 and CHMN 860 and CHMN 861 and CHMN 862) or (DMIN 810 and CHMN 850 and CHMN 851 and CHMN 852) or (DMIN 810 and PACO 830 and PACO 835 and PACO 840)","","","2022"
"DMIN 852","Micro-Project II: Current and Historic Practices","In this course, the student will create a micro-project based on the research of current and historic practices that address the ministry problem identified in <a href=""/search/?p=DMIN%20851"" data-action=""result-detail"" data-group=""code:DMIN 851"" >DMIN 851</a>. In other words, this course establishes what has been done to address this ministry problem.","1795","","Online","3","DMIN 851","","","2022"
"DMIN 853","Micro-Project III: Personal Engagement","In this course, the student will create a micro-project engaging the ministry problem identified in <a href=""/search/?p=DMIN%20851"" data-action=""result-detail"" data-group=""code:DMIN 851"" >DMIN 851</a> and researched in <a href=""/search/?p=DMIN%20852"" data-action=""result-detail"" data-group=""code:DMIN 852"" >DMIN 852</a>. In other words, this course establishes what the student is currently doing to address this ministry problem.","1796","","Online","3","DMIN 852","","","2022"
"DMIN 854","Micro-Project IV: Recommended Engagement","In this course, the student will create a micro-project promoting specific actions for others to take in addressing the ministry problem identified in <a href=""/search/?p=DMIN%20851"" data-action=""result-detail"" data-group=""code:DMIN 851"" >DMIN 851</a>, researched in <a href=""/search/?p=DMIN%20852"" data-action=""result-detail"" data-group=""code:DMIN 852"" >DMIN 852</a>, and engaged in <a href=""/search/?p=DMIN%20853"" data-action=""result-detail"" data-group=""code:DMIN 853"" >DMIN 853</a>. In other words, this course establishes what others can do to address this ministry problem.","1797","","Online","3","DMIN 853","","","2022"
"DMIN 855","Portfolio Presentation","In this course, the student will synthesize what they have learned, evaluate the collective micro-projects, and predict the future state of this problem in ministry. In other words, this course establishes what the student has learned and where the candidate sees this problem in the future.","1798","","Online","3","DMIN 854","","","2022"
"DMIN 880","Research and Writing of the Thesis Project","An introduction to the Thesis Writing Process and how ministry is enhanced using current electronic resources. Students will be introduced to all phases of the D.Min Thesis writing process, including the thesis timeline, research, writing your thesis, and the finished product, including the abstract and the vita. Students will become familiar with the Thesis Manual and with resources available to them through the library and the Liberty University Writing Center. Use of electronic databases for ministry research and Turabian Formatting will be introduced.","1799","","Online","3","","","","2022"
"DMIN 881","Thesis Research and Writing Part 2","This course is designed for the Doctor of Ministry candidate to complete the research and writing of the Thesis Project under the supervision of a mentor.","1800","","Online","5","DMIN 810 and DMIN 815 and DMIN 820 and DMIN 830 and DMIN 841 and (BIBL 810 and BIBL 820 and BIBL 830) or (CHPL 810 and CHPL 820 and CHPL 830) or (CHMN 810 and CHMN 820 and CHMN 830) or (DSMN 810 and DSMN 820 and DSMN 830) or (EVCP 810 and EVCP 820 and EVCP 830) or (HOMI 810 and HOMI 820 and HOMI 830) or (LEAD 810 and LEAD 820 and LEAD 830) or (CHMN 840 and CHMN 841 and CHMN 842) or (PACO 825 and PACO 830 and PACO 835) or (PACO 825 and PACO 830 and PACO 840) or (PACO 825 and PACO 835 and PACO 840) or (DSMN 850 and DSMN 860 and DSMN 870) or (CHMN 860 and CHMN 861 and CHMN 862) or (APOL 810 and APOL 820 and THEO 810) or (CHMN 850 and CHMN 851 and CHMN 852) or (WRSP 820 and WRSP 835 and WRSP 845)","","","2022"
"DMIN 885","Thesis Project Writing Stage 2","This course allows the candidate time to conduct and evaluate research in coordination with a professional mentor.  Once the research has been conducted, the student will complete the thesis project under the mentor supervision.","1801","Admission to the DMIN program","Online","3","DMIN 840","","","2022"
"DMIN 889","Thesis Project Writing","This course is designed for the Doctor of Ministry candidate to complete the research and writing of the Thesis Project under the supervision of a mentor.","1802","","Online","3","","","","2022"
"DMIN 890","Thesis Project Defense","This course exists for students to offer an oral defense of their thesis project report based on the student's research findings.","1803","","Online","3","DMIN 881","","","2022"
"DMIN 995","Directed Research","","1804","","","3","","","","2022"
"DMIN 997","Seminar in Pastoral Studies","","1805","","","3","","","","2022"
"DSGN 500","Fundamentals of Design for Social Innovation","This course will introduce the components of design thinking as a methodology to solve problems in an innovative way. The application of design thinking to real-world problems will be explored and discussed.","1806","","Online","3","","","","2022"
"DSGN 501","Human-Centered Design: Observations and Insights","An in-depth investigation of existing frameworks to identify opportunities for innovation and improved user experience.  The empathic design process and design research methods will be used to produce thoughtful insights.","1807","","Online","3","","","","2022"
"DSGN 625","Principles of User Experience for the Physical and Digital World","The investigation of User Experience principles as applied to digital and physical experiences in a variety of contexts.","1808","","Online","3","ARTS 500 and DSGN 500 and DSGN 501","","","2022"
"DSGN 650","Human-Centered Design Lab I","Study and practice-based application of human-centered design and design thinking to products, processes, and learning.","1809","","Online","3","ARTS 500 and ARTS 525 and ARTS 601 and DSGN 500 and DSGN 501","","","2022"
"DSGN 651","Human-Centered Design Lab II","Study and practice-based application of human-centered design and design thinking to environments, experiences, services, and interaction.","1810","","Online","3","ARTS 500 and ARTS 525 and ARTS 601 and DSGN 500 and DSGN 501 and DSGN 625 and DSGN 650","","","2022"
"DSGN 696","Human-Centered Design Capstone Project","A cumulative capstone project incorporating all aspects of human-centered design and design thinking to produce and propose innovative solutions.","1811","","Online","3","ARTS 500 and ARTS 525 and ARTS 601 and DSGN 500 and DSGN 501 and DSGN 625 and DSGN 650","","","2022"
"DSMN 500","Discipleship Ministries","This course will examine the biblical, general and specific steps to enable a person first to be a disciple, then to discover systems, biblical principles, and methods that create a disciple making context. The connection between spiritual formation and discipleship will be analyzed in the context of a biblical community in a local church. The practical methods and models of discipleship will be thoroughly discussed and designed.","1812","","Resident and Online","3","","","","2022"
"DSMN 520","Spiritual Formation","This course focuses on the development of the believer's spiritual life. Attention is given to the spiritual disciplines, prayer, and the biblical nature of calling, ministry, character, and the relation of spiritual formation to the doctrine of sanctification. (Formerly <a href=""/search/?p=PLED%20520"" data-action=""result-detail"" data-group=""code:PLED 520""  class=""notoffered"">PLED 520</a>)","1813","","Resident and Online","3","","","","2022"
"DSMN 610","Family Discipleship","This course studies the idea and practice called &quot;family discipleship.&quot; It presents a framework in which a family leader can disciple household members beyond spiritual comprehension to a personal appropriation of the apologetic and application of Scripture. Attention will be given to the family leader's responsibilities toward spiritual leadership and biblical discipleship, specifically to responsibilities regarding the Gospel, basic doctrine, systematic theology, the Great Commission, spiritual disciplines, practical Christian living, and worldview/philosophy. Various techniques for family discipleship will be examined, including family devotions, drill and catechism, Scripture memory, storytelling, teaching moments, relational example and intentional rehearsal.","1814","","Resident and Online","3","","","","2022"
"DSMN 630","Small Group Ministries","Ministry of Small Groups prepares the individual to serve and equip the church to embrace, plan for, implement and evaluate small group ministry.  In addition to helping establish a clear biblical basis for small groups, this course is divided into two distinct, but related, topics.  The first aspect deals with the issue of organizing and ministering small group ministry.  The second aspect deals with the dynamics related to small group leadership.  The focus is on one leader and one group.","1815","","Resident and Online","3","","","","2022"
"DSMN 660","Leading the Healthy, Growing, Multiplying Church","This course teaches the necessary areas of discipleship with a corporate-church setting. It further addresses the process of church multiplication. The course will also explore church health and growth in the early, middle, and mature years of a church's existence. (Formerly <a href=""/search/?p=EVAN%20660"" data-action=""result-detail"" data-group=""code:EVAN 660""  class=""notoffered"">EVAN 660</a>)","1816","","Resident and Online","3","","","","2022"
"DSMN 695","Directed Research in Discipleship Ministries","Designed for the advanced student in good standing who has demonstrated an ability to work independently. The student will work with the instructor in developing a proposal for guided research in a specific area.","1817","","Resident","1","","","","2022"
"DSMN 697","Seminar in Discipleship Ministries","An intensive study in a specific subject of educational ministries. This course allows variation in the approach and content of the regular curriculum and often will be used by visiting professors.","1818","","Resident","3","","","","2022"
"DSMN 698","Discipleship Ministry Practicum",".","1819","","","1","","","","2022"
"DSMN 810","Biblical and Philosophical Foundations of Disciple Making","This class will examine N.T. principles of disciple-making and evaluate modern systems and structures. Students will be equipped to develop their own disciple making system in their local church or ministry context.","1820","Admission to DMIN program","Online","3","DMIN 810","","","2022"
"DSMN 815","Personal Spiritual Formation","This course will examine and assess individual spiritual health in order to create a plan to help a believer grow in the grace and knowledge of the Lord Jesus.","1821","","Online","3","DMIN 810","","","2022"
"DSMN 820","Historical and Practical Discipleship","This course will examine the biblical and philosophical foundations of making disciples by examining disciple-making in the Gospels, the book of Acts and in the Epistles. Careful attention will be given to the commands of Christ and the practice (interpretation) of the early disciples. Disciple- making down through church history will also be reviewed.","1822","Admission to DMIN program","Online","3","DMIN 810","","","2022"
"DSMN 830","Environmental Discipleship Models","This class is designed to examine the biblical foundations for small group discipleship, how to develop small groups, how to grow small groups, how to develop small group leaders and how to transition to a small group (environmental) discipleship model. The focus of the class will be on how to accomplish the Great Commission in a relational context.","1823","Admission to DMIN program","Online","3","DMIN 810","","","2022"
"DSMN 850","Biblical Theology of Spiritual Formation","This course traces out the biblical theme of spiritual formation in both Old and New Testaments. Students gain an appreciation for the consistent manner in which biblical writers explain the process of spiritual growth by an appeal to natural growth processes in creation. Students also explore the place of spiritual formation within the larger purposes of the mission of God as it unfolds canonically and historically. Students formulate practical applications of a biblical model of spiritual formation to ministry practice within their own denominational and theological traditions.","1824","Admission to the DMIN program","Online","3","DMIN 810","","","2022"
"DSMN 860","History of Spiritual Formation","This course is an examination of the historical practices of spiritual formation throughout the life of the church. Focused on primary materials, this course will explore salient themes related to spiritual formation through the lens of discipline, theology, and practice.","1825","Admission to the DMIN program","Online","3","DMIN 810","","","2022"
"DSMN 870","Facilitation of Spiritual Formation","This course focuses on the corporate aspect of spiritual formation against the backdrop of our hyper-individualistic culture and emphasis within Protestantism. The course will provide an analysis of those elements that facilitate and foster spiritual formation in Christian community. In particular, the course will examine an ecological model of spiritual formation as a way of conceptualizing and fostering growth and formation. Finally, this course will inspect the role of the Christian community in the facilitation of spiritual growth and maturity that brings into balance the disparate notions of academic and ministerial formation.","1826","Admission to the DMIN program","Online","3","DMIN 810","","","2022"
"DSMN 895","Directed Research","Designed for the advanced student in good standing who has demonstrated an ability to work independently. This course should/can only be used if a student lacks a seminar for graduation and the needed seminar is not offered in their last semester. If approved, the student will work with the instructor in developing a proposal for guided research in a specific area.","1827","","Online","1","","","","2022"
"DSMN 897","Seminar in Discipleship Studies","An intensive study in a specific subject of discipleship. This course allows variation in the approach and content of the regular curriculum and often will be used by visiting professors.","1828","","Online","3","","","","2022"
"DSMN 995","Directed Research in Educational Ministries","Designed for the advanced student in good standing who has demonstrated an ability to work independently. The student will work with the instructor in developing a proposal for guided research in a specific area.","1829","","","1","","","","2022"
"DSMN 997","Seminar in Educational Ministries","An intensive study in a specific subject of educational ministries. This course allows variation in the approach and content of the regular curriculum and often will be used by visiting professors.","1830","","","3","","","","2022"
"DSMN 998","Practicum","","1831","","","1","","","","2022"
"ECON 110","Survey of Economics","A survey of general economic principles and concepts for non-business majors. Presents an overview of theories and applications in microeconomics and macroeconomics.  Market economic system is introduced and comparison with other economic systems are provided.","1832","","Resident and Online","3","","","","2022"
"ECON 213","Principles of Microeconomics","Free market thought will be evaluated from the Christian perspective.  The supply and demand model is used to analyze microeconomic issues including market structures, government regulations, labor market, financial market, and international trade.","1833","","Resident and Online","3","","","","2022"
"ECON 214","Principles of Macroeconomics","The aggregate supply and demand model is used to analyze macroeconomic problems including business cycles, unemployment, and inflation.  Government fiscal and monetary policies that may stabilize the economy are introduced and evaluated.  The U.S. financial system and the value of U.S. dollar in the foreign exchange market are covered.","1834","","Resident and Online","3","","","","2022"
"ECON 350","Classical Economics","This course is open to students who desire to further understand the concepts and tools of economic analysis. Classical Economics will also be investigated from the perspective of the Christian Worldview. Specific topics include examination of the social philosophy of classical economics, classical macroeconomics, classical microeconomics, classical methodology, the classical economists Sismondi and Mill, the mysteries of Marxian economics and finally thoughts on the history of economics. ","1835","","Online","3","","","","2022"
"ECON 495","Directed Research",".","1836","","Resident","1","","","","2022"
"ECON 497","Special Topics in Economics",".","1837","","Resident","1","","","","2022"
"ECON 613","Microeconomic Theory","This course provides students with an understanding of the economic concepts necessary for sound business decision making. Concepts to be analyzed include consumer behavior, firm structure, market structure, factors of production, market efficiency, and market equilibrium. The interrelationships between these factors and their impact on the firm will be discussed.","1838","","Online","3","","","","2022"
"ECON 614","Macroeconomics Theory","This course provides students with a structured and analytically sound overview of how the U. S. economy functions. Measures of economic performance including productivity, price stability, economic growth, interest rates, government debt, and international trade deficits will be covered. The impact of international trade will also be discussed.","1839","","Online","3","","","","2022"
"ECON 620","Econometrics","This course provides the application of statistical methods to the testing and estimation of economic relationships. Statistical methods applied will include basic data analysis, regression analysis, and forecasting. Students will gain experience using leading statistical analysis software.","1840","","Resident and Online","3","BUSI 600","","","2022"
"ECON 630","International Economics","This course provides students with an understanding of economics from a global perspective. Concepts analyzed include the theory of international trade, trade policy, foreign exchange markets, and macro policies for open economics.","1841","","Online","3","","","","2022"
"EDAS 588","Practicum I – School Administration","A planned program of practice in an educational setting under the direct supervision of University faculty and/or appropriate school administrator. A minimum of 60 clock hours is required.","1842","","Online","0","(EDGT 691 or Advanced Gate 2 with a score of 5 or Advanced Gate 2-Doctoral with a score of 5) and (EDAS 640 (may be taken concurrently) or EDAS 741 (may be taken concurrently)) and (Background Check Clearance with a score of 5 or Background Clear Out of State with a score of 5 or Background Clear Virginia with a score of 5 or Background Clear International with a score of 5)","","","2022"
"EDAS 640","School Administration","An examination of the administration roles in the design, implementation and improvement of the total educational program in private and public schools. Specific areas of study include curriculum and instruction, pupil and staff personnel, student activities, school organization and management.","1843","","Online","3","(Background Check Clearance with a score of 5 or Background Clear International with a score of 5 or Background Clear Out of State with a score of 5 or Background Clear Virginia with a score of 5) and EDAS 588 (may be taken concurrently)","","","2022"
